OMIM	HGNC Approved Gene Symbol	Cytogenetic location
128240	UTRN	6q24
128260	SNRPE	1q32
128290	NA	NA
128300	NA	NA
128400	NA	NA
128500	NA	NA
128600	NA	NA
128700	NA	NA
128710	NA	NA
128800	NA	NA
128900	NA	NA
128950	NA	NA
128980	NA	NA
128990	EGR1	5q23-q31
128992	EGR4	2p13
129000	NA	NA
129010	EGR2	10q21.1
129100	NA	NA
129150	NA	NA
129190	NT5E	6q14-q21
129200	NA	NA
129400	NA	NA
129490	NA	NA
129500	NA	NA
129510	NA	NA
129540	NA	NA
129550	NA	NA
129600	NA	NA
129750	NA	NA
129810	NA	NA
129830	NA	NA
129840	NA	NA
129850	NA	NA
129900	NA	NA
129905	NA	NA
130000	NA	NA
130010	NA	NA
130020	NA	NA
130050	NA	NA
130060	NA	NA
130070	NA	NA
130080	NA	NA
130090	NA	NA
130100	NA	NA
130120	CELA1	12q13
130130	ELANE	19p13.3
130135	SERPINB1	6p25.2
130160	ELN	7q11.1-q21.1
130180	NA	NA
130190	NA	NA
130200	NA	NA
130300	NA	NA
130400	NA	NA
130410	ETFB	19q13.41
130500	EPB41	1p33-p32
130590	EEF1A1	6q14.1
130591	NA	NA
130592	EEF1D	8q24
130593	EEF1G	11q12.3
130600	NA	NA
130610	EEF2	19p13.3
130620	RPS14	5q31-q33
130650	NA	NA
130660	EMILIN1	2p23.3-p23.2
130700	NA	NA
130710	NA	NA
130720	NA	NA
130900	NA	NA
130950	NA	NA
131100	NA	NA
131150		NA
131170	ERV3-1	7p12-q11
131180		NA
131190		NA
131195	ENG	9q34.11
131200	NA	NA
131210	SELE	1q24.2
131220	FGF1	5q31.3-q33.2
131222	TYMP	22q13
131230	ANXA5	4q27
131235	KDELR1	19q13.33
131240	NA	NA
131241	EDN2	1p34
131242	EDN3	20q13.2-q13.3
131243	EDNRA	4q31.22
131244	EDNRB	13q22
131290	EN1	2q14.2
131300	NA	NA
131310	EN2	7q36.2
131320	GATA3	10p15
131330	PENK	8q12.1
131340	PDYN	20p13
131360	ENO2	12p13.31
131370	ENO3	17p13.2
131375	NA	NA
131390	NID1	1q43
131398	RNASE3	14q11.2
131399	EPX	17q23.1
131400	NA	NA
131410	RNASE2	14q11.2
131430	NA	NA
131440	NA	NA
131445	NA	NA
131450	NA	NA
131460	NA	NA
131500	NA	NA
131530	EGF	4q25
131550	EGFR	7p12
131560	FLOT2	17q11.2
131600	NA	NA
131705	NA	NA
131750	NA	NA
131760	NA	NA
131800	NA	NA
131850	NA	NA
131880	NA	NA
131900	NA	NA
131950	NA	NA
131960	NA	NA
132000	NA	NA
132090	NA	NA
132100	NA	NA
132300	NA	NA
132350	STX2	12q24
132400	NA	NA
132450	NA	NA
132500	NA	NA
132600	NA	NA
132700	NA	NA
132800	NA	NA
132810	NA	NA
132811	EPHX2	8p21
132850	NA	NA
132860	NA	NA
132880	NR2F6	19p13.11
132890	NR2F1	5q14
132900	NA	NA
132990	NA	NA
133000	NA	NA
133020	NA	NA
133090	STOM	9q34.1
133100	NA	NA
133170	EPO	7q21
133171	EPOR	19p13.2
133180	NA	NA
133190	NA	NA
133200	NA	NA
133220	ESA4	11q13-q22
133230		NA
133239	NA	NA
133240	NA	NA
133250	NA	NA
133260	NA	NA
133270	NA	NA
133280	ESD	13q14.1-q14.2
133290	ESB3	16
133300	NA	NA
133420	NA	NA
133430	NA	NA
133435	RUNX1T1	8q22
133440	EIF4E	4q23
133450	EWSR1	22q12.2
133500	NA	NA
133510	ERCC3	2q21
133520	ERCC4	16p13.3
133530	ERCC5	13q22-q34
133535	ERCM1	3
133540	NA	NA
133550	SLC1A1	9p24
133600	NA	NA
133690	NA	NA
133700	NA	NA
133701	NA	NA
133705	NA	NA
133710	NA	NA
133730	NA	NA
133740	NA	NA
133750	NA	NA
133780	NA	NA
133800	NA	NA
133900	NA	NA
134000	NA	NA
134100	NA	NA
134200	NA	NA
134300	NA	NA
134350	CFD	19p13.3
134370	CFH	1q32
134371	CFHR1	1q32
134390	F3	1p22-p21
134400	NA	NA
134430	NA	NA
134450	NA	NA
134500	NA	NA
134510	NA	NA
134520	NA	NA
134530	NA	NA
134540	NA	NA
134570	F13A1	6p24.2-p23
134580	F13B	1q31-q32.1
134600	NA	NA
134610	NA	NA
134629	FDPS	1q22
134631	NA	NA
134632	NA	NA
134633	NA	NA
134634	NA	NA
134635	FNTA	8p11.21
134636	FNTB	14q23.3
134637	FAS	10q24.1
134638	FASLG	1q23
134640	FABP2	4q28-q31
134650	FABP1	2p11
134651	FABP3	1p33-p32
134660	GSTP1	11q13.2
134690	FAU	11q13.1
134700	NA	NA
134720	NA	NA
134750	NA	NA
134770	FTH1	11q13
134780	NA	NA
134790	FTL	19q13.33
134795	FBL	19q13.1
134797	FBN1	15q21.1
134820	FGA	4q28
134830	FGB	4q28
134850	FGG	4q28
134900	NA	NA
134920	FGF2	4q26
134921	FGF6	12p13
134934	FGFR3	4p16.3
134935	FGFR4	5q35.2
135000	NA	NA
135100	NA	NA
135150	NA	NA
135290	NA	NA
135300	NA	NA
135400	NA	NA
135500	NA	NA
135550	NA	NA
135580	NA	NA
135600	FN1	2q34
135610	NA	NA
135620	ITGA5	12q13.13
135630	ITGB1	10p11.2
135631	NA	NA
135700	NA	NA
135750	NA	NA
135800	NA	NA
135820	FBLN1	22q13.31
135821	FBLN2	3p25-p24
135900	NA	NA
135940	FLG	1q21.3
135950	NA	NA
136000	NA	NA
136100	NA	NA
136120	NA	NA
136130	FMO1	1q24.3
136131	FMO4	1q24.3
136132	FMO3	1q24.3
136140	NA	NA
136150	NA	NA
136200	NA	NA
136300	NA	NA
136350	FGFR1	8p11.23-p11.22
136351	FLT3	13q12
136352	FLT4	5q34-q35
136400	NA	NA
136425	FOLR2	11q13.4
136430	FOLR1	11q13.4
136435	FSHR	2p21-p16
136440	KDSR	18q21
136470	FST	5q11.2
136480	NA	NA
136490	NA	NA
136500	NA	NA
136510	FPGS	9q34.11
136515	FOSL1	11q13
136520	NA	NA
136530	FSHB	11p14.1
136533	FOXO1	13q14.1
136535	FMN1	15q13.3
136537	FPR1	19q13.41
136538	FPR2	19q13.41
136539	FPR3	19q13.41
136540	NA	NA
136550	NA	NA
136560	NA	NA
136570	NA	NA
136580	NA	NA
136590	NA	NA
136600	NA	NA
136610	NA	NA
136620	NA	NA
136630	NA	NA
136640	NA	NA
136650	NA	NA
136660	NA	NA
136670	NA	NA
136680	NA	NA
136750	NA	NA
136760	NA	NA
136770	NA	NA
136800	NA	NA
136820	FUCA2	6q24
136830	NA	NA
136835	FUT5	19p13.3
136836	FUT6	19p13.3
136840		NA
136850	FH	1q42.1
136870		NA
136880	NA	NA
136890		NA
136900	NA	NA
136950	FURIN	15q26.1
137000	NA	NA
137010		NA
137020	TSTA3	8q24.3
137025	FYN	6q21
137026	GRK4	4p16.3
137028	GALK2	15q21.1-q21.2
137030	GALM	2p22.3
137033	NA	NA
137035	GAL	11q13.2
137040	NA	NA
137050	NA	NA
137060	B4GALT1	9p13
137061	NA	NA
137070	FUS	16p11.2
137100	NA	NA
137130	NA	NA
137140	GABRA2	4p12
137141	GABRA4	4p12
137142	GABRA5	15q12
137143	GABRA6	5q34
137150	ABAT	16p13.2
137160	GABRA1	5q34
137161	GABRR1	6q15
137162	GABRR2	6q15
137163	GABRD	1p36.3
137164	GABRG2	5q34
137165	SLC6A1	3p25.3
137166	GABRG1	4p12
137167	GGCX	2p12
137168	GGT5	22q11.23
137170	GGCT	7p15-p14
137181	GGT2	22q11.21
137190	GABRB1	4p12
137192	GABRB3	15q12
137200	NA	NA
137207	LRRC32	11q13.5-q14
137210	NA	NA
137215	NA	NA
137216	ATP4A	19q13.1
137217	ATP4B	13q34
137220	NA	NA
137240	GIP	17q21.3-q22
137241	NA	NA
137245	NA	NA
137250	GAST	17q21.2
137260	GRP	18q21.1-q21.32
137270	NA	NA
137280	NA	NA
137290	TACSTD2	1p32
137295	GATA2	3q21
137350	GSN	9q33
137357	NA	NA
137360	NA	NA
137370	NA	NA
137400	NA	NA
137440	NA	NA
137500	NA	NA
137550	NA	NA
137560	NA	NA
137570	SLC20A1	2q13
137575	NA	NA
137580	NA	NA
137600	NA	NA
137700	NA	NA
137750	NA	NA
137760	NA	NA
137763	NA	NA
137765	NA	NA
137780	GFAP	17q21
137800	NA	NA
137900	NA	NA
137920	NA	NA
137940	NA	NA
137950	NA	NA
137960	MPV17	2p23.3
138000	NA	NA
138030	GCG	2q36-q37
138032	GLP1R	6p21
138033	GCGR	17q25
138035	NA	NA
138040	NR3C1	5q31-q32
138060	NA	NA
138070	NA	NA
138079	GCK	7p15.3-p15.1
138090	H6PD	1p36
138100	NA	NA
138110	NA	NA
138120	HSPA5	9q33.3
138130	GLUD1	10q23.2
138140	SLC2A1	1p34.2
138150	GOT2	16q21
138160	SLC2A2	3q26.2
138170	SLC2A3	12p13.3
138180	GOT1	10q24.1-q25.1
138190	SLC2A4	17p13
138200	GPT	8q24.3
138210	GPT2	16q12.1
138220	NA	NA
138230	SLC2A5	1p36.2
138240	NA	NA
138243	GRIK3	1p34.3
138244	GRIK2	6q16.3
138245	GRIK1	21q22
138246	GRIA4	11q22
138247	GRIA2	4q32.1
138248	GRIA1	5q33
138249	GRIN1	9q34.3
138250	ALDH18A1	10q24.1
138251	GRINA	8q24.3
138252	GRIN2B	12p13.1
138253	GRIN2A	16p13.2
138254	GRIN2C	17q25.1
138270	NA	NA
138275	GAD2	10p13-p11.2
138276	NA	NA
138277	NA	NA
138280	GLS	2q32-q34
138290	GLUL	1q31
138292	GFPT1	2p13
138295	EPRS	1q41
138297	ENPEP	4q25
138300	NA	NA
138319	GPX2	14q23.3
138320	GPX1	3p21.3
138321	GPX3	5q33.1
138322	GPX4	19p13.3
138330	MGST1	12p12.3-p12.1
138333	GSTM4	1p13.3
138335	NA	NA
138340	NA	NA
138350	GSTM1	1p13.3
138359	GSTA1	6p12.2
138360	GSTA2	6p12.2
138370	NA	NA
138380	GSTM2	1p13.3
138385	GSTM5	1p13.3
138390	GSTM3	1p13.3
138391	NA	NA
138400	GAPDH	12p13.31
138420	GPD1	12q13.12
138430	GPD2	2q24.1
138440	GART	21q22.11
138450	SHMT2	12q12-q14
138470	CFB	6p21.33
138480	GLYB	8q21.1-qter
138491	GLRA1	5q33.1
138492	GLRB	4q31.3
138500	NA	NA
138550	PYGB	20p11.21
138570	GYS1	19q13.3
138571	GYS2	12p12.2-p11.2
138590	GYPE	4q31.21
138600	ORM1	9q32
138610	ORM2	9q32
138670	A1BG	19q13.43
138680	AHSG	3q27.3
138700	APOH	17q24.2
138710	NA	NA
138720	GP1BB	22q11.21-q11.23
138750	GLO1	6p21.3-p21.1
138760	HAGH	16p13.3
138770	NA	NA
138790	NA	NA
138800	NA	NA
138850	GNRHR	4q21.2
138890	GSC	14q32.13
138900	NA	NA
138920	NA	NA
138930	NA	NA
138945	GRN	17q21.32
138960	CSF2	5q23-q31
138965	CXCL6	4q13.3
138970	CSF3	17q11.2-q12
138971	CSF3R	1p35-p34.3
138972	CEBPG	19q13.2
138981	CSF2RB	22q12.3
138990	NA	NA
139000	NA	NA
139080	SLC25A16	10q21.3-q22.1
139090	NA	NA
139100	NA	NA
139110	CXCL2	4q13.3
139111	CXCL3	4q21
139130	GNB3	12p13
139139	NR4A1	12q13
139145	NA	NA
139150	RASA1	5q13
139160	GNAZ	22q11.1-q11.2
139180	GNAI2P1	12p13.1
139185	GAS1	9q21.3-q22
139190	GHRH	20q11.2
139191	GHRHR	7p14
139200	GC	4q13.3
139210	NA	NA
139220	NA	NA
139230	NA	NA
139240	GH2	17q23.3
139250	GH1	17q23.3
139255	MT3	16q13
139259	GSPT1	16p13.1
139260	GDA	9q21.13
139265	GMPR	6p23
139270	GUK1	1q32-q41
139280	NA	NA
139290	NA	NA
139300	NA	NA
139310	GNAI1	7q21.11
139311	GNAO1	16q13
139312	GNAL	18p11.22-p11.21
139313	GNA11	19p13.3
139314	GNA15	19p13.3
139320	GNAS	20q13.2-q13.3
139330	GNAT1	3p21
139340	GNAT2	1p13.3
139350	KRT1	12q13.13
139360	GNAI2	3p21.31
139370	GNAI3	1p13
139380	GNB1	1p36.33
139390	GNB2	7q22.1
139391	GNGT2	17q21
139392	GUCA2A	1p35-p34
139393	NA	NA
139395	GNAT3	7q21.11
139396	GUCY1A3	4q32.1
139397	GUCY1B3	4q32.1
139400	NA	NA
139450	NA	NA
139500	NA	NA
139600	NA	NA
139605	HES1	3q28-q29
139630	NA	NA
139650	NA	NA
139750	NA	NA
139800	NA	NA
139900	NA	NA
140000	NA	NA
140050	GZMA	5q11-q12
140090	NA	NA
140100	HP	16q22.2
140210	HPR	16q22.2
140300	NA	NA
140340	NA	NA
140350	NA	NA
140400	NA	NA
140450	NA	NA
140500	NA	NA
140550	HSPA1A	6p21.3
140555	HSPA6	1q23.3
140556	HSPA7	1q23.3
140559	HSPA1L	6p21.3
140560	HSPA2	14q23
140570	NA	NA
140571	HSP90AA1	14q32.33
140572	HSP90AB1	6p12
140573	NA	NA
140574	NA	NA
140575	HSP90AA2P	11p14.1
140576	NA	NA
140580	HSF1	8q24.3
140581	HSF2	6q22
140600	NA	NA
140700	NA	NA
140750	ST5	11p15
140850	NA	NA
140900	NA	NA
141000	NA	NA
141180	NCKAP1L	12q13.1
141200	NA	NA
141250	HMOX1	22q12
141251	HMOX2	16p13.3
141300	NA	NA
141350	NA	NA
141400	NA	NA
141405	NA	NA
141500	NA	NA
141700	NA	NA
141749	NA	NA
141750	NA	NA
141800	NA	NA
141850	HBA2	16p13.3
141860		NA
141900	NA	NA
141940	NA	NA
142000	HBD	11p15.5
142100	HBE1	11p15.5
142200	HBG1	11p15.5
142210	HIST1H1D	6p21.3
142220	HIST1H1E	6p22.1
142230	CD34	1q32
142240	HBQ1	16p13.3
142250	HBG2	11p15.5
142270	NA	NA
142290	HPX	11p15.5-p15.4
142300	NA	NA
142309	NA	NA
142310	HBZ	16p13.3
142330	NA	NA
142333	NA	NA
142335	NA	NA
142340	NA	NA
142350	NA	NA
142360	SERPIND1	22q11.21
142370	HCK	20q11-q12
142380	NA	NA
142385	HLF	17q22
142390		NA
142395	NA	NA
142400	NA	NA
142408	MST1	3p21
142409	HGF	7q21.1
142410	HNF1A	12q24.31
142420	NA	NA
142440	HPN	19q13.12
142445	NRG1	8p12
142450	NA	NA
142460	SDC2	8q22-q23
142461	HSPG2	1p36.1-p35
142470	NA	NA
142500	NA	NA
142510	NA	NA
142550	NA	NA
142560	DDX39B	6p21.33
142570	HK3	5q35.2
142580	PRRC2A	6p21.3
142590	BAG6	6p21.3
142600	HK1	10q22
142610	GPANK1	6p21.3
142620	ABHD16A	6p21.3
142622	HPCA	1p35-p34.2
142623	NA	NA
142625	NA	NA
142630	NA	NA
142640	HRG	3q27
142660	NA	NA
142669	NA	NA
142680	NA	NA
142690	NA	NA
142695	HDLBP	2q37.3
142700	NA	NA
142701	HTN1	4q13
142702	HTN3	4q13
142703	HRH2	5q35
142704	HDC	15q21.2
142705	HRC	19q13.3
142708	H1F0	22q13.1
142709	HIST1H1A	6p22.1
142710	HIST1H1C	6p21.3
142711	HIST1H1B	6p22.1
142712	HIST1H1T	6p22.1
142720	HIST2H2AA3	1q21.2
142730	NA	NA
142750	HIST2H4A	1q21.2
142760	NA	NA
142763	H2AFZ	4q23
142765	RFX2	19p13.3
142770	NA	NA
142780	HIST2H3C	1q21.2
142790	CD74	5q32
142795		NA
142800	HLA-A	6p21.3
142810	HARS	5q31.3
142830	NA	NA
142840	HLA-C	6p21.3
142850	NA	NA
142855	HLA-DMA	6p21.3
142856	HLA-DMB	6p21.3
142857	HLA-DRB1	6p21.3
142858	HLA-DPB1	6p21.3
142860	HLA-DRA	6p21.3
142870	NA	NA
142871	HLA-G	6p21.3
142880	HLA-DPA1	6p21.3
142890		NA
142900	NA	NA
142910	NA	NA
142920		NA
142925	NA	NA
142930	HLA-DOA	6p21.3
142940	HMGCS1	5p12
142945	NA	NA
142946	NA	NA
142950	HOXA7	7p15.2
142951	HOXA6	7p15.2
142952	HOXA5	7p15.2
142953	HOXA4	7p15.2
142954	HOXA3	7p15.2
142955	HOXA1	7p15.2
142956	HOXA9	7p15.2
142957	HOXA10	7p15.2
142958	HOXA11	7p15.2
142959	HOXA13	7p15.2
142960	HOXB5	17q21.32
142961	HOXB6	17q21.32
142962	HOXB7	17q21.32
142963	HOXB8	17q21.32
142964	HOXB9	17q21.32
142965	HOXB4	17q21.32
142966	HOXB3	17q21.32
142967	HOXB2	17q21.32
142968	HOXB1	17q21.32
142970	HOXC8	12q13.13
142971	HOXC9	12q13.13
142972	HOXC6	12q13.13
142973	HOXC5	12q13.13
142974	HOXC4	12q13.13
142975	HOXC12	12q13.13
142976	HOXC13	12q13.13
142980	HOXD3	2q31.1
142981	HOXD4	2q31.1
142982	HOXD9	2q31.1
142983	MSX1	4p16.2
142984	HOXD10	2q31.1
142985	HOXD8	2q31.1
142986	HOXD11	2q31.1
142987	HOXD1	2q31.1
142988	HOXD12	2q31.1
142989	HOXD13	2q31.1
142990	NA	NA
142991	EVX2	2q31.1
142992	HMX1	4p16.1
142993	VSX2	14q24.3
142994	MNX1	7q36
142995	HLX	1q41
142996	EVX1	7p15.2
143000	NA	NA
143010	HLA-E	6p21.3
143020	NA	NA
143023	RASSF7	11p15.5
143024	GNL1	6p21.3
143025	HRES1	1q42
143030	CD9	12p13
143040		NA
143050	NA	NA
143054	HIVEP2	6q23-q24
143055	CCNT1	12q13.11
143060		NA
143065	NA	NA
143070	NA	NA
143080	NA	NA
143089	FOXN2	2p22-p16
143090	SLC2A1	1p34.2
143095	NA	NA
143100	NA	NA
143110	HLA-F	6p21.3
143150	NA	NA
143170	MEA1	6p21.3-p21.1
143200	NA	NA
143400	NA	NA
143450	HADHB	2p23
143460	NA	NA
143465	NA	NA
143470	NA	NA
143500	NA	NA
143850	NA	NA
143860	NA	NA
143870	NA	NA
143880	NA	NA
143890	NA	NA
144010	NA	NA
144020	NA	NA
144050	NA	NA
144100	NA	NA
144110	NA	NA
144120	NA	NA
144150	NA	NA
144190	NA	NA
144200	NA	NA
144250	NA	NA
144300	NA	NA
144400	NA	NA
144600	NA	NA
144650	NA	NA
144700	NA	NA
144750	NA	NA
144755	NA	NA
144800	NA	NA
145000	NA	NA
145001	NA	NA
145100	NA	NA
145200	NA	NA
145250	NA	NA
145260	NA	NA
145270	NA	NA
145290	NA	NA
145295	NA	NA
145300	NA	NA
145350	NA	NA
145400	NA	NA
145410	NA	NA
145420	NA	NA
145500	NA	NA
145505	ACSM3	16p13.11
145590	NA	NA
145600	NA	NA
145650	NA	NA
145680	NA	NA
145700	NA	NA
145701	NA	NA
145750	NA	NA
145800	NA	NA
145900	NA	NA
145980	NA	NA
145981	NA	NA
146000	NA	NA
146110	NA	NA
146150	NA	NA
146160	NA	NA
146200	NA	NA
146255	NA	NA
146300	NA	NA
146350	NA	NA
146390	NA	NA
146400	NA	NA
146450	NA	NA
146500	NA	NA
146510	NA	NA
146520	NA	NA
146530	NA	NA
146550	NA	NA
146580	NA	NA
146590	NA	NA
146600	NA	NA
146630	ICAM2	17q23.3
146631	ICAM3	19p13.2
146640	ITIH2	10p14
146650	ITIH3	3p21.1
146660	IL7	8q12-q13
146661	IL7R	5p13
146680	IDE	10q23-q25
146690	IMPDH1	7q31.3-q32
146691	NA	NA
146692	NA	NA
146700	NA	NA
146710	IL2RB	22q13
146720	NA	NA
146730	IGFBP1	7p12.3
146731	IGFBP2	2q35
146732	IGFBP3	7p12.3
146733	IGFBP4	17q21.2
146734	IGFBP5	2q35
146735	IGFBP6	12q13
146738	INSL3	19p13.11
146740	FCGR3A	1q23
146750	NA	NA
146760	FCGR1A	1q21.2-q21.3
146770	IGLL1	22q11.23
146771	NA	NA
146780	IGKDEL	2q11-q13
146790	FCGR2A	1q23
146800	NA	NA
146810	NA	NA
146820	NA	NA
146830	NA	NA
146840	NA	NA
146850	NA	NA
146880	HLA-DQA1	6p21.3
146900	IGHA1	14q32.33
146910	IGH	14q32.33
146920	ADAR	1q21.3
146928	CXCR2	2q35
146929	CXCR1	2q35
146930	CXCL8	4q13-q21
146931	IL9	5q31-q35
146932	NA	NA
146933	IL10RA	11q23
146940	NA	NA
146950	NA	NA
146960	NA	NA
146970		NA
146980		NA
146990	NA	NA
147000	IGHA2	14q32.33
147010	IGH	14q32.33
147020	IGHM	14q32.33
147040	IFIT2	10q23.31
147045	FCAR	19q13.42
147050	NA	NA
147060	NA	NA
147061	NA	NA
147070	IGH	14q32.33
147080	NA	NA
147090	NA	NA
147100	IGHG1	14q32.33
147110	IGHG2	14q32.33
147120	IGHG3	14q32.33
147130	IGHG4	14q32.33
147138	MS4A2	11q12-q13
147139	FCER1G	1q23
147140	FCER1A	1q23
147141	TCF3	19p13.3
147150	MX1	21q22.3
147160	NA	NA
147170	IGHD	14q32.33
147180	IGHE	14q32.33
147183	RBPJ	4p15.2
147185	IGKV1OR2-108	2q12-q14
147200	IGKC	2p11.2
147210	NA	NA
147220	IGLC1	22q11.2
147230		NA
147240		NA
147245	CD79B	17q23
147250	NA	NA
147251	NA	NA
147260	NA	NA
147263	INPP1	2q32
147264	INPP5B	1p34
147265	ITPR1	3p26.1
147267	ITPR3	6p21.31
147270	ITIH1	3p21.1
147280	IGF2R	6q25.3
147290	INHBA	7p15-p13
147300	NA	NA
147310	CXCL10	4q21
147320	NA	NA
147330	NA	NA
147350	NA	NA
147360	IVL	1q21
147370	IGF1R	15q26.3
147380	INHA	2q35
147390	INHBB	2q14.2
147400	NA	NA
147410	NA	NA
147420	NA	NA
147421	NA	NA
147430	NA	NA
147435	IDO1	8p11.21
147440	IGF1	12q23.2
147450	SOD1	21q22.11
147460	SOD2	6q25
147470	IGF2	11p15.5
147480	NA	NA
147485	IPP	1p34-p32
147490	NA	NA
147510		NA
147520	ITPA	20p
147521	ITPKA	15q15.1
147522	ITPKB	1q42.12
147530	NA	NA
147540	NA	NA
147545	NA	NA
147553	IFNW1	9p22
147554	NA	NA
147556	ITGA6	2q31.1
147557	ITGB4	17q25.1
147558	ITGB6	2q24.2
147559	ITGB7	12q13.1
147560	NA	NA
147561	ITGB5	3q21.2
147562	IFNA2	9p22
147563	IBSP	4q21.1
147564	IFNA4	9p22
147565	IFNA5	9p22
147566	IFNA6	9p22
147567	IFNA7	9p22
147568	IFNA8	9p22
147569	IFNGR2	21q22.1
147570	IFNG	12q14
147571	ISG15	1p36.33
147572	IFI6	1p35
147573	IFNR	16
147574	IRF9	14q11.2
147575	IRF1	5q23-q31
147576	IRF2	4q35.1
147577	IFNA10	9p22
147578	IFNA13	9p22
147579	IFNA14	9p22
147580	IFNA16	9p22
147581	NA	NA
147582	IREB2	15q25.1
147583	IFNA17	9p22
147584	IFNA21	9p22
147585	NA	NA
147586	IFI16	1q22
147590	NA	NA
147610	NA	NA
147620	IL6	7p15.3
147625	ICA1	7p22
147630	NA	NA
147640	IFNB1	9p22
147650	IDH2	15q26.1
147660	IFNA1	9p22
147670	INSR	19p13.3-p13.2
147671	INSRR	1q21-q23
147678	CASP1	11q23
147679	IL1RN	2q14.2
147680	IL2	4q26-q27
147681	IL11	19q13.3-q13.4
147683	IL13	5q31
147684	NA	NA
147685	FOXK2	17q25
147686	NA	NA
147690	IFIT1	10q23.31
147700	IDH1	2q34
147710	NA	NA
147720	IL1B	2q14
147730	IL2RA	10p15-p14
147740	IL3	5q31.1
147750	NA	NA
147760	IL1A	2q14
147770	NA	NA
147780	IL4	5q23-q31
147781	IL4R	16p12.1-p11.2
147790	JCHAIN	4q21
147791	NA	NA
147795	JAK1	1p32.3-p31.3
147796	JAK2	9p24
147800	NA	NA
147810	IL1R1	2q12
147811	IL1R2	2q12
147820	NA	NA
147830	TTIM1	NA
147840	ICAM1	19p13.2
147850	IL5	5q31.1
147851	IL5RA	3p26-p24
147860	NA	NA
147870	WNT2	7q31
147880	IL6R	1q21
147890	MX2	21q22.3
147891	NA	NA
147892	NA	NA
147900	NA	NA
147910	KLK1	19q13.3
147920	NA	NA
147935	SERPINA4	14q32.13
147940	IAPP	12p12.1
147950	NA	NA
147960	KLK2	19q13.33
148000	NA	NA
148020	KRT19	17q21.2
148021	KRTAP5-9	11q13.4
148022	KRTAP5-1	11p15.5
148030	KRT15	17q21.2
148040	KRT5	12q13.13
148041	KRT6A	12q13.13
148042	KRT6B	12q13.13
148043	KRT3	12q13.13
148050	NA	NA
148059	KRT7	12q13.13
148060	KRT8	12q13.13
148065	KRT13	17q21.2
148066	KRT14	17q21.2
148067	KRT16	17q21.2
148069	KRT17	17q21.2
148070	KRT18	12q13
148080	KRT10	17q21.2
148100	NA	NA
148180	FGF7	15q21.2
148181	NA	NA
148190	NA	NA
148200	NA	NA
148210	NA	NA
148300	NA	NA
148350	NA	NA
148360	NA	NA
148370	NA	NA
148390	NA	NA
148500	NA	NA
148520	NA	NA
148600	NA	NA
148700	NA	NA
148730	NA	NA
148750		NA
148760	KIF11	10q24.1
148800	NA	NA
148820	NA	NA
148840	NA	NA
148860	NA	NA
148870	NA	NA
148900	NA	NA
149000	NA	NA
149100	NA	NA
149200	NA	NA
149300	NA	NA
149400	NA	NA
149500	NA	NA
149600	NA	NA
149700	NA	NA
149730	NA	NA
149750	LALBA	12q13.11
150000	LDHA	11p15.1
150100	LDHB	12p12.2-p12.1
150150	LDHC	11p15.1
150160	NA	NA
150170	NA	NA
150200	CSH1	17q23.3
150205	LPO	17q23.1
150210	LTF	3p21.31
150220	NA	NA
150230	NA	NA
150240	LAMB1	7q22
150250	NA	NA
150260	NA	NA
150270	NA	NA
150280	NA	NA
150290	LAMC1	1q31
150292	LAMC2	1q25-q31
150300	NA	NA
150310	LAMB3	1q32
150320	LAMA1	18p11.3
150325	LAMB2	3p21.3-p21.2
150330	LMNA	1q22
150340	LMNB1	5q23.2
150341	LMNB2	19p13.3
150360	NA	NA
150370	RPSA	3p21.3
150390	LTBP1	2p22-p21
150400	NA	NA
150500	NA	NA
150550	NA	NA
150570	LGALS1	22q13.1
150571	LGALS2	22q13.1
150590	NA	NA
150600	NA	NA
150699	NA	NA
150700	NA	NA
150800	NA	NA
150900	NA	NA
151000	NA	NA
151001	NA	NA
151020		NA
151050	NA	NA
151100	NA	NA
151200	NA	NA
151210	NA	NA
151250		NA
151290	B3GAT1	11q25
151300	LNPEP	5q15
151310	HTL	20
151350	LARS	5q32
151380	NA	NA
151385	RUNX1	21q22.3
151390	NA	NA
151400	NA	NA
151410	BCR	22q11
151430	NA	NA
151440	LYL1	19p13.13
151441	BCL5	17q22
151442	STMN1	1p36.11
151443	LIFR	5p13-p12
151445	FCER2	19p13.3
151450		NA
151460	PTPRC	1q31-q32
151465	NA	NA
151500	NA	NA
151510	ITGAX	16p11.2
151520	LTK	15q15.1-q21.1
151523	CD37	19q13.33
151525	CD53	1p13
151530	ANPEP	15q25-q26
151540	NA	NA
151550	NA	NA
151570	LTA4H	12q22
151580	NA	NA
151590	NA	NA
151600	NA	NA
151610	NA	NA
151620	NA	NA
151623	NA	NA
151625	LGTN	reserved
151626	L1RE1	22q11.1-q11.2
151627		NA
151628	L1RE2	1q
151630	NA	NA
151640	NA	NA
151660	NA	NA
151670	LIPC	15q21.3
151675	LCN1	9q34
151680	NA	NA
151690	ANXA1	9q21.13
151700	NA	NA
151710	NA	NA
151720	NA	NA
151730	NA	NA
151740	ANXA2	15q22.2
151750	LIPE	19q13.2
151800	NA	NA
151900	NA	NA
151990	LBP	20q11.23
152100	NA	NA
152200	NA	NA
152300	NA	NA
152310	TFPI	2q32
152390	ALOX5	10q11.2
152391	ALOX12	17p13.1
152392	ALOX15	17p13.3
152400	NA	NA
152420	NA	NA
